Rank,Word,Total Importance Score,PC1 Loading,PC2 Loading,PC3 Loading,PC4 Loading,PC5 Loading
728,computationally,0.046806,-0.005948,0.017270,-0.010796,0.009139,-0.003652
729,seen,0.046772,0.005756,0.003087,0.016753,-0.007773,0.013403
730,define,0.046757,0.014878,-0.006697,-0.002050,-0.018826,-0.004306
731,results demonstrate,0.046631,-0.020627,0.013066,-0.008963,0.001570,-0.002405
732,following,0.046378,0.002257,0.002305,0.016963,0.009759,-0.015094
733,resources,0.046362,-0.006287,0.005297,-0.015895,-0.006883,0.012000
734,performing,0.046280,0.021236,0.010162,0.005234,-0.003302,-0.006345
735,combines,0.046265,-0.009388,0.019268,0.012001,0.001366,-0.004241
736,predict,0.046199,-0.011257,-0.004285,-0.000969,0.019234,-0.010454
737,evaluation,0.046154,-0.001924,-0.007145,0.011693,0.003351,-0.022042
738,structural,0.046090,0.003297,-0.005031,0.014942,0.019298,-0.003521
739,examples,0.046088,0.004881,-0.009086,-0.001159,-0.013154,0.017808
740,paths,0.046023,0.005549,0.000975,-0.004434,-0.015997,-0.019069
741,examine,0.046020,0.006178,-0.001650,0.008041,0.003954,0.026198
742,operator,0.046013,-0.000550,-0.026150,-0.005073,0.007098,-0.007142
743,behavioral,0.045941,-0.005367,0.001817,-0.010947,0.015768,0.012041
744,improved,0.045881,-0.017680,0.003358,0.009962,0.001019,-0.013862
745,requires,0.045589,-0.010317,0.001029,-0.017849,0.015837,0.000557
746,idea,0.045573,0.002641,0.010888,0.017317,0.007526,-0.007201
747,methodology,0.045519,-0.013344,-0.006253,0.007362,-0.013139,0.005422
748,modelling,0.045515,0.015669,0.006122,0.008239,-0.013010,0.002475
749,interpreted,0.045472,0.013901,0.007388,0.007281,-0.006479,0.010423
750,theoretic,0.045444,0.025491,0.001175,-0.014159,-0.004487,0.000132
751,described,0.045395,0.011902,-0.000546,0.011504,-0.003069,0.018374
752,generate,0.045277,-0.001002,-0.013781,-0.004851,0.011763,-0.013881
753,propose novel,0.045259,-0.012643,0.006933,-0.001069,0.011244,-0.013370
754,constrained,0.045036,0.007057,0.011623,-0.018069,-0.005237,-0.003051
755,application,0.045030,-0.008613,0.002444,0.010544,-0.019895,0.003534
756,assess,0.044964,-0.000045,-0.016281,0.005812,-0.015915,-0.006913
757,predicted,0.044868,-0.002901,0.008736,-0.011602,0.012058,-0.009571
758,contexts,0.044761,0.008730,-0.000687,-0.012770,0.008922,0.013652
759,new,0.044730,-0.015799,-0.008886,-0.003375,-0.015626,-0.001044
760,proposed framework,0.044615,-0.008589,0.008225,-0.016684,-0.000631,0.010486
761,distinct,0.044576,-0.002595,-0.012126,0.002196,0.010109,-0.017549
762,conditional,0.044308,0.020979,-0.001980,-0.006096,-0.009402,-0.005850
763,setting,0.044296,-0.006479,0.005865,-0.009119,-0.009698,-0.013134
764,implement,0.044234,-0.008474,0.009027,0.005452,0.006813,0.014469
765,reliable,0.044218,-0.011866,-0.015794,0.007055,-0.003104,-0.006399
766,solve,0.044094,-0.011585,0.007635,-0.002725,-0.010058,-0.012090
767,synthetic,0.044056,-0.005955,0.006280,-0.024161,-0.000301,0.007359
768,shown,0.043980,0.005453,-0.005181,0.015647,-0.007787,-0.009913
769,prediction errors,0.043975,0.000410,0.007219,0.016675,0.015131,-0.004540
770,presents,0.043935,-0.002964,0.003497,0.014644,0.013726,0.009105
771,explicit,0.043835,-0.009979,0.007469,-0.006645,0.003585,0.016157
772,short,0.043823,0.006134,-0.006931,-0.014709,-0.010703,-0.005346
773,proposes,0.043723,-0.006895,-0.001950,-0.019325,0.009905,0.005647
774,accounts,0.043681,0.009865,0.017821,-0.004780,-0.003300,0.007916
775,fully,0.043642,-0.007759,0.009552,-0.008391,0.012401,-0.005539
776,develop,0.043531,0.010512,0.000228,-0.015079,-0.016299,0.001413
777,inverse,0.043457,0.003778,0.002616,0.020149,-0.001397,-0.015518
778,accurate,0.043446,0.007708,-0.006303,0.007512,0.002021,-0.019903
779,maintain,0.043299,0.001202,0.002635,-0.015266,0.010891,0.013305
780,distributions,0.043291,-0.004301,0.001971,0.009966,-0.013794,-0.013259
781,paradigm,0.043256,-0.006496,-0.001026,-0.006086,0.000465,0.029182
782,describing,0.042998,0.013526,0.005882,0.004897,-0.000927,0.017766
783,group,0.042964,-0.005785,-0.014613,-0.002325,-0.006883,-0.013357
784,enables,0.042781,-0.015526,0.003670,-0.018753,0.001686,-0.003146
785,introduce,0.042728,-0.011856,-0.000533,-0.010758,-0.009303,0.010278
786,baselines,0.042641,-0.017251,0.005568,0.005895,-0.003177,-0.010750
787,tool,0.042567,-0.008392,-0.004448,0.015212,-0.003885,0.010630
788,computational model,0.042528,-0.008424,-0.004526,0.000323,0.028419,0.000836
789,position,0.042518,0.010620,0.001044,0.011827,0.007841,-0.011187
790,comprehensive,0.042457,0.003364,-0.018261,0.003367,0.000144,0.017320
791,law,0.042328,0.005711,-0.012742,0.011865,0.001080,-0.010930
792,distinction,0.042293,0.028914,-0.004575,-0.000053,0.003047,-0.005705
793,concept,0.041875,-0.001273,-0.015068,0.011103,0.007053,-0.007378
794,enable,0.041859,-0.006565,-0.014102,-0.005378,-0.015155,0.000659
795,mechanism,0.041650,-0.001050,-0.011008,-0.007631,0.013912,0.008048
796,established,0.041601,0.004051,-0.009893,0.001537,-0.008767,0.017354
797,means,0.041572,-0.003622,-0.003230,0.005487,-0.013755,-0.015477
798,average,0.041498,0.002661,0.003211,0.014128,-0.009902,-0.011596
799,closed,0.041401,-0.003847,-0.004742,0.017547,-0.005456,0.009809
800,presence,0.041391,-0.000212,-0.003660,0.014576,-0.006520,-0.016423
801,psychology,0.041264,0.003639,-0.010791,-0.000057,0.012549,0.014229
802,creating,0.041260,-0.010825,-0.008190,-0.012545,0.001005,0.008695
803,reference,0.041159,0.001229,-0.004475,0.013521,-0.008332,-0.013601
804,text,0.041055,-0.007232,-0.009411,0.007650,-0.006414,-0.010348
805,respect,0.040956,0.017593,0.004516,0.001854,-0.008611,-0.008382
806,force,0.040794,0.001778,-0.007483,0.007313,0.007898,-0.016322
807,large scale,0.040657,-0.004892,-0.011956,-0.009588,-0.003786,-0.010435
808,focus,0.040306,0.008964,0.006828,0.019404,0.002271,0.002839
809,causal,0.040261,0.000366,-0.019797,0.000790,0.010642,0.008666
810,information theoretic,0.040253,0.024375,0.000011,-0.012466,-0.001126,-0.002274
811,successfully,0.040238,-0.012831,0.003821,-0.009109,0.001401,-0.013077
812,rely,0.040215,-0.015504,-0.009081,-0.002574,0.011608,-0.001448
813,concepts,0.040210,-0.004569,-0.018156,0.005777,-0.000320,0.011388
814,suggests,0.040203,-0.002060,0.003169,0.012137,0.014956,0.007881
815,demonstrated,0.039982,-0.008600,-0.000301,-0.005827,0.010843,-0.014411
816,associated,0.039977,-0.008321,-0.002171,0.014299,-0.013113,0.002072
817,generally,0.039840,0.007186,0.012014,-0.014549,-0.002339,-0.003752
818,components,0.039796,0.005550,-0.008498,-0.004889,-0.002752,0.018107
819,evidence,0.039729,-0.007596,0.000691,-0.018556,-0.002232,-0.010655
820,high level,0.039729,-0.011997,-0.004314,-0.005479,-0.008764,-0.009174
821,hypothesis,0.039667,0.009182,-0.014439,0.011127,0.003570,0.001348
822,emerges,0.039238,-0.001391,-0.004321,-0.004825,0.008999,0.019702
823,differences,0.039175,-0.000063,0.007606,0.006887,-0.013628,0.010991
824,applications,0.039137,-0.009285,-0.006857,0.011240,-0.011722,-0.000034
825,advances,0.039052,-0.007719,0.009006,0.013178,0.008952,0.000197
826,higher,0.039041,0.012479,-0.015075,-0.006553,0.001500,-0.003434
827,finally,0.039032,-0.003285,0.002772,0.019558,-0.003230,0.010186
828,relationships,0.038990,-0.003697,-0.016856,-0.005697,-0.001071,-0.011669
829,potentially,0.038897,-0.007624,-0.014091,0.008032,-0.005407,0.003743
830,stream,0.038880,-0.004944,-0.016327,-0.002432,-0.004105,-0.011072
831,participants,0.038808,-0.004299,-0.013543,-0.006628,-0.000586,-0.013752
832,achieved,0.038717,-0.012229,0.001036,-0.013309,0.007223,-0.004920
833,relation,0.038665,0.005402,0.004545,0.014993,0.009086,-0.004639
834,variables,0.038617,0.008287,-0.001991,0.005475,-0.008114,-0.014750
835,investigate,0.038578,0.004570,0.013287,-0.004425,0.011272,-0.005024
836,outcomes,0.038530,-0.005752,0.016416,-0.010886,-0.003707,-0.001769
837,resource allocation,0.038485,-0.010697,-0.007061,-0.003572,-0.015288,-0.001867
838,solutions,0.038330,-0.010651,0.007217,0.004397,-0.009930,-0.006135
839,bayes,0.038207,0.005316,0.021084,-0.006873,-0.004785,-0.000149
840,benchmark,0.038048,-0.012089,0.012055,0.000139,0.008439,-0.005326
841,formation,0.037991,-0.010480,-0.004349,-0.004676,-0.011493,-0.006994
842,signals,0.037853,-0.006159,-0.007899,0.008009,-0.005173,-0.010612
843,construct,0.037659,0.005989,-0.006639,0.002644,-0.018168,0.004219
844,thermodynamic,0.037380,0.021854,0.000019,-0.008629,0.005324,0.001554
845,apply,0.037376,0.000665,0.008845,-0.003388,-0.004657,-0.019821
846,trade,0.037090,-0.003843,-0.007452,-0.012053,-0.009297,-0.004445
847,set,0.036968,0.004771,-0.000767,0.007975,0.000953,-0.022502
848,promising,0.036968,-0.010764,0.006115,0.015673,0.003846,0.000569
849,similar,0.036758,-0.008243,0.000800,-0.002283,-0.010454,-0.014978
850,paper presents,0.036734,0.001681,-0.006212,0.001147,0.019625,0.008070
851,discover,0.036212,-0.002505,-0.013541,-0.002367,-0.004710,-0.013088
852,reduction,0.036200,-0.001728,-0.010538,-0.002679,-0.011034,0.010221
853,patterns,0.036048,-0.011886,-0.015311,-0.004842,-0.000212,0.003797
854,predicts,0.036037,-0.004852,-0.010063,0.001512,0.011614,-0.007996
855,significant,0.035973,-0.000283,-0.008738,-0.016513,-0.009228,-0.001212
856,illustrate,0.035923,-0.000912,0.022000,0.000507,-0.002108,0.010395
857,expressed,0.035870,0.013626,0.006070,0.001961,-0.008614,0.005598
858,observed,0.035854,-0.008610,0.003769,0.009554,-0.007017,-0.006904
859,important,0.035828,0.003728,-0.016803,0.005323,0.003965,0.006008
860,baseline,0.035771,-0.008736,-0.004497,-0.001454,0.010103,-0.010981
861,desired,0.035765,-0.002498,0.019941,-0.002071,0.000232,-0.011023
862,formulated,0.035741,-0.002071,0.009454,-0.008185,-0.004976,-0.011054
863,conventional,0.035736,-0.009258,0.003794,-0.014518,0.004508,0.003658
864,aims,0.035622,-0.000974,-0.013059,-0.006669,0.000129,0.014791
865,primary,0.035570,-0.004867,-0.010111,0.008463,0.007091,0.005038
866,change,0.035565,0.005170,-0.002861,0.000328,0.012081,0.015124
867,test,0.035409,-0.008189,-0.016020,-0.001575,-0.005126,-0.004499
868,mathematically,0.035198,0.025515,0.002906,-0.002306,-0.001395,-0.003075
869,nature,0.035180,0.001872,-0.011230,0.009718,-0.004398,0.007962
870,maximum,0.035139,0.013367,-0.000245,0.002546,-0.017422,-0.001559
871,limited,0.035096,-0.008875,-0.000606,0.017234,0.008334,0.000046
872,principled,0.035042,-0.005659,0.006321,-0.000070,-0.005803,0.017188
873,contextual,0.034924,-0.011610,0.000376,-0.001128,-0.011155,-0.010654
874,make,0.034854,0.010209,0.009681,-0.000114,-0.004363,0.010486
875,essential,0.034836,-0.000273,-0.014745,0.004363,0.010204,-0.005252
876,showed,0.034681,-0.013444,-0.002891,0.005597,-0.001478,-0.011271
877,bound,0.034591,0.007918,0.002600,0.009093,0.005122,-0.009858
878,updating,0.034582,0.004757,-0.004417,-0.010143,-0.006382,0.008884
879,literature,0.034473,0.001547,0.009511,0.004404,-0.003791,0.015220
880,applying,0.033917,0.009460,0.000496,0.009725,0.013807,-0.000430
881,generation,0.033884,-0.004928,-0.008462,0.006281,0.013661,-0.000553
882,offer,0.033695,-0.003370,-0.009307,0.000663,-0.002022,0.018332
883,aware,0.033675,-0.003907,-0.004971,-0.018156,0.000559,0.006081
884,validated,0.033394,-0.007722,-0.000327,0.002305,0.006519,-0.016522
885,response,0.033274,-0.001683,0.008633,-0.009959,0.001911,0.011089
886,predicting,0.033236,-0.005255,-0.014880,0.003198,0.001244,-0.008659
887,dependent,0.033226,0.000602,-0.010577,-0.003309,-0.001159,0.017579
888,available,0.033203,-0.006156,-0.015870,0.000638,-0.003861,-0.006678
889,second,0.033192,0.001359,-0.013586,-0.000837,0.003152,0.014259
890,unlike,0.033138,-0.011678,0.004701,0.004214,-0.007201,-0.005344
891,low level,0.033049,-0.012705,-0.003192,-0.007193,-0.006907,-0.003052
892,complexity,0.032962,-0.005616,-0.009588,-0.007178,-0.000505,-0.010075
893,result,0.032360,0.007087,-0.011515,-0.000931,0.006785,-0.006042
894,capable,0.032312,-0.001205,-0.013694,-0.011914,0.004165,-0.001333
895,issues,0.032281,0.013299,-0.005696,-0.003158,-0.007881,0.002247
896,minimal,0.032280,0.009982,-0.006835,-0.001133,0.006990,0.007340
897,behaviours,0.032241,0.002774,-0.001236,0.006849,0.000213,0.021169
898,interact,0.032098,-0.001827,0.012731,0.000776,0.014526,0.002237
899,sense,0.032084,0.016738,0.003949,-0.007278,0.001314,0.002804
900,conditions,0.031960,0.004176,0.005431,-0.006616,-0.011481,0.004256
901,reduces,0.031916,-0.004409,0.006825,-0.013014,0.003433,-0.004236
902,especially,0.031797,0.011019,0.004455,-0.004912,-0.006958,0.004453
903,ii,0.031595,0.006999,0.001172,-0.013331,-0.004804,0.005290
904,parallel,0.031594,-0.012513,0.002577,0.007050,-0.008571,-0.000884
905,remains,0.031571,-0.008840,-0.004522,-0.011612,0.001922,0.004675
906,question,0.031451,-0.003849,-0.013529,-0.007378,0.002111,0.004584
907,build,0.031396,-0.005295,0.008058,0.008729,0.003806,-0.005508
908,manner,0.031344,-0.005414,-0.005605,0.001214,0.015560,-0.003550
909,layers,0.031316,-0.005637,-0.003923,-0.017112,0.003466,-0.001177
910,useful,0.031314,0.002382,-0.005773,-0.002100,-0.005933,0.015126
911,entities,0.031021,0.001591,-0.014004,-0.003402,-0.003707,0.008316
912,lower,0.030932,-0.002301,-0.007302,-0.004466,0.003130,-0.013733
913,makes,0.030918,-0.001900,0.001701,0.006681,0.008319,-0.012318
914,representing,0.030781,-0.002939,-0.010586,-0.004347,-0.001999,-0.010911
915,sum,0.030700,0.000772,0.004652,-0.008929,-0.012607,-0.003741
916,represent,0.030619,-0.000758,-0.005003,0.007267,-0.008187,0.009404
917,leads,0.030344,0.012272,-0.003840,0.001444,-0.007579,-0.005209
918,subject,0.030279,0.006380,-0.004855,-0.002432,0.008477,0.008136
919,priors,0.030236,-0.003223,0.016985,-0.000456,-0.004441,-0.005130
920,ground,0.030200,0.002980,-0.016359,-0.002880,0.002104,-0.005876
921,reduce,0.030145,-0.000642,0.007814,-0.009291,0.004995,-0.007403
922,motivation,0.030063,-0.006222,-0.001635,-0.017793,-0.000539,0.003875
923,effects,0.029993,0.002975,-0.001012,-0.008600,0.016900,-0.000505
924,wide,0.029691,0.005736,0.001041,-0.000650,-0.020548,0.001716
925,various,0.029651,-0.004601,-0.001851,0.006670,-0.004764,-0.011765
926,leveraging,0.029467,-0.017506,-0.002434,-0.004235,0.000239,-0.005052
927,numerical,0.029451,0.003715,0.003097,-0.002095,-0.016331,0.004212
928,exploit,0.028881,-0.005806,-0.003375,0.001921,-0.001902,-0.015878
929,derived,0.028777,0.005918,0.007385,-0.002386,-0.012947,-0.000141
930,measure,0.028630,0.009134,-0.007984,0.003294,-0.003867,0.004351
931,approximation,0.028219,0.007859,-0.004158,-0.003463,-0.011635,0.001104
932,optimizing,0.027961,-0.008649,-0.000611,-0.002885,-0.005689,-0.010127
933,range,0.027834,0.007804,-0.003315,-0.007045,-0.005808,-0.003863
934,outperforms,0.027722,-0.012133,-0.000639,0.001195,-0.003472,-0.010283
935,specified,0.027520,-0.002485,0.000888,-0.007507,-0.004243,-0.012398
936,leading,0.027468,-0.001303,-0.005039,-0.008941,-0.011050,0.001135
937,capacity,0.027432,-0.003656,-0.005006,-0.005376,0.004709,0.008685
938,small,0.027377,-0.003376,0.003221,0.004443,-0.010127,-0.006210
939,relative,0.027204,-0.002846,-0.008076,0.006541,-0.007440,-0.002301
940,describes,0.027188,0.004701,0.017428,-0.000647,-0.004082,0.000330
941,intrinsic motivation,0.027066,-0.004219,-0.000938,-0.018700,0.001255,0.001954
942,support,0.026976,-0.005822,-0.009004,0.002982,-0.001624,0.007544
943,performs,0.026940,-0.008389,0.004381,-0.000084,0.001277,-0.012808
944,hand,0.026910,-0.002240,0.000213,0.013718,0.006835,-0.003904
945,require,0.026609,0.001099,0.003209,0.012634,-0.006150,0.003517
946,allow,0.026492,-0.000826,-0.006048,-0.002605,-0.007269,-0.009745
947,main,0.026454,0.004183,-0.007012,-0.001554,-0.007392,0.006312
948,optimize,0.026271,-0.009264,0.001127,-0.007813,-0.006669,0.001398
949,features,0.026158,0.003771,-0.010918,0.001534,0.006399,-0.003536
950,identification,0.026101,0.003234,-0.012265,0.007917,0.000366,-0.002319
951,applied,0.026068,0.009462,-0.000713,0.011539,-0.001011,-0.003343
952,specific,0.026028,-0.002543,-0.015369,-0.000750,-0.002094,0.005272
953,kind,0.025793,0.012010,0.003250,-0.001694,-0.005955,0.002884
954,connection,0.025607,0.005200,0.011845,0.001465,-0.003611,0.003486
955,conclude,0.025438,0.003133,-0.001248,-0.007702,0.003967,0.009388
956,shows,0.024849,-0.009925,-0.000105,0.007761,0.002608,-0.004450
957,according,0.024560,0.003563,0.000630,-0.001159,-0.007724,-0.011484
958,simulation results,0.023948,-0.012333,-0.000406,0.002095,0.000104,-0.009009
959,resulting,0.023669,0.003986,0.005196,-0.007259,0.005919,-0.001309
960,lead,0.023503,-0.002800,-0.005440,-0.010195,0.000084,-0.004985
961,gap,0.023391,-0.005019,0.004047,-0.005416,0.002484,0.006425
962,typically,0.023059,-0.009876,-0.000408,-0.003773,0.002030,-0.006972
963,particularly,0.022935,0.002704,-0.011948,-0.001010,0.000049,-0.007223
964,passive,0.022663,-0.000205,-0.004215,0.005282,-0.001696,-0.011264
965,reveal,0.022373,0.014547,0.000437,-0.005308,0.000212,0.001868
966,characteristics,0.022201,-0.001784,-0.019444,-0.000355,-0.000006,0.000613
967,lack,0.022113,0.001551,-0.017563,0.000625,-0.000809,-0.001565
968,previous,0.022090,-0.003454,0.007730,0.000156,0.003507,-0.007243
969,common,0.021911,0.002115,-0.000805,0.013427,-0.004652,-0.000912
970,additionally,0.021789,-0.005521,0.006220,-0.002087,-0.006264,-0.001697
971,influence,0.021785,0.002203,-0.008714,-0.002251,0.007331,0.001286
972,required,0.021118,-0.000758,-0.003591,-0.002615,-0.009477,0.004678
973,scale,0.020851,-0.001370,-0.014306,0.000219,-0.000924,-0.004032
974,emerge,0.020750,0.003376,0.004005,0.003582,0.000275,0.009512
975,parameter,0.020740,-0.002310,-0.000861,0.002490,-0.003052,-0.012028
976,motivated,0.020357,-0.006691,0.000380,-0.005912,0.001860,-0.005513
977,simultaneously,0.020280,-0.001510,-0.001466,-0.000659,0.008021,-0.008623
978,strong,0.020228,-0.000518,-0.015659,0.001222,-0.001108,-0.001721
979,steps,0.020034,0.006279,-0.002509,-0.002536,-0.001639,-0.007071
980,introducing,0.019904,-0.005133,0.002749,0.008815,0.002657,0.000550
981,showing,0.019464,-0.002012,0.006420,0.002013,0.001350,-0.007669
982,defined,0.019212,-0.002500,0.004030,-0.003475,-0.004858,0.004350
983,values,0.019196,-0.001506,-0.002438,0.002191,0.005611,-0.007450
984,properties,0.017506,-0.003981,-0.006453,0.002750,-0.000058,-0.004266
985,proof,0.016907,0.000877,-0.001451,-0.005222,0.005961,0.003397
986,highly,0.016818,-0.005952,-0.004906,-0.001554,0.002041,0.002365
987,ways,0.016797,-0.003267,0.004914,-0.000724,-0.003708,-0.004184
988,produce,0.016279,-0.000183,0.008369,-0.007401,0.000207,-0.000120
989,schemes,0.016120,-0.004329,0.000086,0.004438,-0.005104,0.002162
990,difficult,0.016033,-0.006171,-0.002825,0.003414,-0.001781,0.001841
991,represents,0.015923,0.007971,-0.002672,0.004434,0.000316,-0.000531
992,dual,0.015791,0.000592,-0.002339,-0.004470,-0.005694,-0.002696
993,iii,0.015490,0.002439,-0.001255,-0.006883,0.003011,0.001902
994,effectively,0.015173,0.001175,-0.004778,-0.004348,0.003548,0.001323
995,empirically,0.015057,0.000608,0.000576,-0.005483,-0.001893,-0.006498
996,appropriate,0.015047,-0.001865,0.001934,-0.005028,-0.000543,-0.005677
997,relevant,0.014274,0.001082,0.000679,0.008243,0.001504,0.002766
998,previously,0.013406,0.004888,-0.003514,-0.000334,0.003465,-0.001205
999,powerful,0.013194,-0.002396,-0.000632,0.002653,0.004517,-0.002996
1000,developed,0.006554,0.002099,0.000298,-0.002708,-0.000781,0.000669
